SHIPMENT_NUMBER,SHIPPER_ID,CARRIER_DISPLAY_ID,VEHICLE_SIZE,VEHICLE_BUILD_UP,FIRST_COLLECTION_POST_CODE,LAST_DELIVERY_POST_CODE,FIRST_COLLECTION_LATITUDE,FIRST_COLLECTION_LONGITUDE,LAST_DELIVERY_LATITUDE,LAST_DELIVERY_LONGITUDE,FIRST_COLLECTION_SCHEDULE_EARLIEST,FIRST_COLLECTION_SCHEDULE_LATEST,LAST_DELIVERY_SCHEDULE_EARLIEST,LAST_DELIVERY_SCHEDULE_LATEST
SEZHUK-240107-279965,eb7a9df0-4875-43d8-9060-c79c35eae2fb,CAUK000766,Tractor Unit,Box 44ft,BD5 8LZ,HP2 7PZ,53.764125,-1.740145,51.771841,-0.439918,2024-01-10T01:20:00.000Z,2024-01-10T03:00:00.000Z,2024-01-10T07:51:00.000Z,2024-01-10T10:46:00.000Z
SEZHUK-240115-282126,3371b762-7c32-44f3-a14e-bfb0a6f3d50b,CAUK000034,Tractor Unit,Curtain-Side 13.6M Trailer,DN8 5TE,PO3 5JT,53.566639,-0.919839,50.833409,-1.059121,2024-01-16T06:00:00.000Z,2024-01-16T18:00:00.000Z,2024-01-17T08:00:00.000Z,2024-01-17T15:59:00.000Z
SEZHUK-240110-280745,20dad921-61e2-4367-8d8c-c264f5b3e9d9,CAUK000064,Tractor Unit,Curtain-Side 13.6M Trailer,BS20 7XL,CH6 5PU,51.489669,-2.720403,53.236513,-3.104777,2024-01-15T08:00:00.000Z,2024-01-15T08:30:00.000Z,2024-01-16T12:00:00.000Z,2024-01-16T12:30:00.000Z
SEZHUK-240108-280120,3244246f-e37c-4ba4-b9b3-61416a4449ae,CAUK001011,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3FY,SP4 7GQ,53.293393,-1.074008,51.17534,-1.753679,2024-01-10T10:00:00.000Z,2024-01-10T10:59:00.000Z,2024-01-10T19:55:00.000Z,2024-01-10T20:25:00.000Z
SEZHUK-240111-281349,433732b1-4db6-4969-985d-710c0033eeb4,CAUK000901,3.5T Van,Box,DE74 2HJ,G67 2XN,52.849573,-1.348959,55.936823,-3.983473,2024-01-20T16:00:00.000Z,2024-01-20T16:30:00.000Z,2024-01-20T23:00:00.000Z,2024-01-20T23:30:00.000Z
SEZHUK-240111-281214,9e78d49e-043c-4f19-af07-a116101abe0b,CAUK000863,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3EG,AL10 9TR,53.295391,-1.066283,51.772167,-0.250353,2024-01-14T07:00:00.000Z,2024-01-14T07:55:00.000Z,2024-01-14T15:10:00.000Z,2024-01-14T16:30:00.000Z
SEZHUK-240116-282596,2aac1ee1-5cab-42c8-9d2f-ec995a63c14f,CAUK000023,Tractor Unit,Curtain-Side 13.6M Trailer,GL16 8JB,S80 3EG,51.785961,-2.619676,53.295391,-1.066283,2024-01-17T17:00:00.000Z,2024-01-17T18:00:00.000Z,2024-01-18T02:45:00.000Z,2024-01-18T03:15:00.000Z
SEZHUK-240109-280390,9e78d49e-043c-4f19-af07-a116101abe0b,CAUK000899,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3EG,NP16 6UD,53.295391,-1.066283,51.614678,-2.674519,2024-01-10T05:00:00.000Z,2024-01-10T05:56:00.000Z,2024-01-10T13:44:00.000Z,2024-01-10T15:06:00.000Z
SEZHUK-240109-280391,9e78d49e-043c-4f19-af07-a116101abe0b,CAUK000034,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3EG,NP16 6UD,53.295391,-1.066283,51.614678,-2.674519,2024-01-10T12:00:00.000Z,2024-01-10T12:49:00.000Z,2024-01-10T18:55:00.000Z,2024-01-10T20:03:00.000Z
SEZHUK-240112-281594,20dad921-61e2-4367-8d8c-c264f5b3e9d9,CAUK000760,Tractor Unit,Curtain-Side 13.6M Trailer,M17 1RW,LE17 4XN,53.47243,-2.332477,52.462306,-1.246071,2024-01-14T12:00:00.000Z,2024-01-14T12:30:00.000Z,2024-01-14T17:30:00.000Z,2024-01-14T18:00:00.000Z
SEZHUK-240116-282499,20dad921-61e2-4367-8d8c-c264f5b3e9d9,CAUK000269,Tractor Unit,Curtain-Side 13.6M Trailer,M17 1RW,OX11 7HJ,53.47243,-2.332477,51.619116,-1.256855,2024-01-17T10:00:00.000Z,2024-01-17T10:30:00.000Z,2024-01-17T15:30:00.000Z,2024-01-17T16:00:00.000Z
SEZHUK-240115-282211,2aac1ee1-5cab-42c8-9d2f-ec995a63c14f,CAUK001047,Tractor Unit,Curtain-Side 13.6M Trailer,GL16 8JB,S80 3EG,51.785961,-2.619676,53.295391,-1.066283,2024-01-16T04:02:00.000Z,2024-01-16T05:02:00.000Z,2024-01-16T10:30:00.000Z,2024-01-16T11:00:00.000Z
SEZHUK-240111-281141,5456fcfa-5b0c-428e-b322-240d508b6660,CAUK000894,Tractor Unit,Curtain-Side 13.6M Trailer,PE29 2XR,FK3 8UZ,52.315672,-0.157664,56.013818,-3.740373,2024-01-12T15:00:00.000Z,2024-01-12T15:54:00.000Z,2024-01-15T09:00:00.000Z,2024-01-15T09:30:00.000Z
SEZHUK-240112-281522,369b3981-6399-439f-a654-7e90a2493c35,CAUK000116,Tractor Unit,Curtain-Side 13.6M Trailer,DN3 3FG,SP4 7SQ,53.537133,-1.037405,51.177012,-1.757833,2024-01-16T06:00:00.000Z,2024-01-16T18:00:00.000Z,2024-01-17T07:32:00.000Z,2024-01-17T08:00:00.000Z
SEZHUK-240115-282318,e19e9bf3-fad9-4795-8489-1f89296f40dd,CAUK000155,Tractor Unit,Curtain-Side 13.6M Trailer,OL15 8QF,LE19 1WY,53.634051,-2.1142,52.601576,-1.18816,2024-01-16T13:00:00.000Z,2024-01-16T14:00:00.000Z,2024-01-16T16:30:00.000Z,2024-01-16T17:00:00.000Z
SEZHUK-240118-283233,3371b762-7c32-44f3-a14e-bfb0a6f3d50b,CAUK000030,Tractor Unit,Curtain-Side 13.6M Trailer,WA7 4HP,CV3 2JD,53.324964,-2.758291,52.399982,-1.44289,2024-01-18T10:00:00.000Z,2024-01-18T15:00:00.000Z,2024-01-19T09:32:00.000Z,2024-01-19T10:00:00.000Z
SEZHUK-240112-281523,e19e9bf3-fad9-4795-8489-1f89296f40dd,CAUK000603,Tractor Unit,Curtain-Side 13.6M Trailer,LE19 1WY,JE2 4YE,52.602465,-1.19215,49.190245,-2.080363,2024-01-15T23:00:00.000Z,2024-01-15T23:30:00.000Z,2024-01-17T09:30:00.000Z,2024-01-17T10:00:00.000Z
SEZHUK-240115-282107,3371b762-7c32-44f3-a14e-bfb0a6f3d50b,CAUK001048,Tractor Unit,Curtain-Side 13.6M Trailer,WA7 4HP,RG2 0SA,53.324964,-2.758291,51.424275,-0.974357,2024-01-16T07:30:00.000Z,2024-01-16T14:00:00.000Z,2024-01-17T10:02:00.000Z,2024-01-17T10:30:00.000Z
SEZHUK-240112-281717,7369cda1-1d0c-42c5-be31-cf18efe77ddb,CAUK000230,Tractor Unit,Curtain-Side 13.6M Trailer,LS10 1SL,M32 8RA,53.771668,-1.514934,53.45719,-2.317019,2024-01-13T04:00:00.000Z,2024-01-13T04:30:00.000Z,2024-01-13T06:00:00.000Z,2024-01-13T06:30:00.000Z
SEZHUK-240111-281283,2aac1ee1-5cab-42c8-9d2f-ec995a63c14f,CAUK000116,Tractor Unit,Curtain-Side 13.6M Trailer,GL16 8JB,S80 3EG,51.785961,-2.619676,53.295391,-1.066283,2024-01-12T09:32:00.000Z,2024-01-12T10:32:00.000Z,2024-01-12T16:00:00.000Z,2024-01-12T16:30:00.000Z
SEZHUK-240112-281813,2aac1ee1-5cab-42c8-9d2f-ec995a63c14f,CAUK000190,Tractor Unit,Curtain-Side 13.6M Trailer,GL16 8JB,S80 3EG,51.785961,-2.619676,53.295391,-1.066283,2024-01-15T13:47:00.000Z,2024-01-15T14:47:00.000Z,2024-01-15T20:15:00.000Z,2024-01-15T20:45:00.000Z
SEZHUK-240116-282346,40415fe3-e446-4d1e-b141-3698b0dc47f3,CAUK000096,Tractor Unit,Curtain-Side 13.6M Trailer,HP22 5BL,B8 1AE,51.779657,-0.772897,52.482568,-1.868331,2024-01-17T09:00:00.000Z,2024-01-17T09:30:00.000Z,2024-01-17T13:30:00.000Z,2024-01-17T14:00:00.000Z
SEZHUK-240110-280696,3371b762-7c32-44f3-a14e-bfb0a6f3d50b,CAUK000257,Tractor Unit,Curtain-Side 13.6M Trailer,DG16 5HT,CM3 8EW,55.003467,-3.042858,51.664547,0.561096,2024-01-11T06:00:00.000Z,2024-01-11T15:00:00.000Z,2024-01-15T08:00:00.000Z,2024-01-15T15:59:00.000Z
SEZHUK-240103-278846,9ee7906d-9c8f-4405-97f8-c7532926fd0f,CAUK001022,3.5T Van,LWB Van,E1W 2DA,CM22 7FD,51.508022,-0.05711,51.869555,0.216885,2024-01-17T18:35:00.000Z,2024-01-17T19:35:00.000Z,2024-01-17T20:45:00.000Z,2024-01-17T21:45:00.000Z
SEZHUK-231228-277186,66a23663-0195-46f2-a5e4-da256bcba47b,CAUK001009,3.5T Van,LWB Van,DE74 2TR,L24 8RF,52.829374,-1.332134,53.349124,-2.876108,2024-01-11T04:45:00.000Z,2024-01-11T05:45:00.000Z,2024-01-11T09:00:00.000Z,2024-01-11T10:00:00.000Z
SEZHUK-240117-283008,3244246f-e37c-4ba4-b9b3-61416a4449ae,CAUK000866,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3FY,NP16 6UD,53.293393,-1.074008,51.614678,-2.674519,2024-01-19T11:51:01.000Z,2024-01-19T12:50:01.000Z,2024-01-19T16:55:00.000Z,2024-01-19T17:25:00.000Z
SEZHUK-240112-281553,3371b762-7c32-44f3-a14e-bfb0a6f3d50b,CAUK000224,Tractor Unit,Curtain-Side 13.6M Trailer,DN8 5TE,MK17 9JH,53.566639,-0.919839,51.996841,-0.709976,2024-01-16T07:00:00.000Z,2024-01-16T08:00:00.000Z,2024-01-16T08:00:00.000Z,2024-01-16T15:59:00.000Z
SEZHUK-231228-277225,66a23663-0195-46f2-a5e4-da256bcba47b,CAUK001009,3.5T Van,LWB Van,NP10 9DQ,DE74 2TR,51.582459,-3.043825,52.829374,-1.332134,2024-01-11T17:50:00.000Z,2024-01-11T18:50:00.000Z,2024-01-11T21:30:00.000Z,2024-01-11T22:30:00.000Z
SEZHUK-240118-283555,9e78d49e-043c-4f19-af07-a116101abe0b,CAUK000854,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3EG,EH54 8TB,53.295391,-1.066283,55.902768,-3.581976,2024-01-18T22:30:00.000Z,2024-01-18T23:30:00.000Z,2024-01-19T14:10:00.000Z,2024-01-19T15:30:00.000Z
SEZHUK-240103-278816,66a23663-0195-46f2-a5e4-da256bcba47b,CAUK001009,3.5T Van,LWB Van,WS9 0SW,DE74 2TR,52.593544,-1.938949,52.829374,-1.332134,2024-01-19T20:00:00.000Z,2024-01-19T21:00:00.000Z,2024-01-19T21:50:00.000Z,2024-01-19T22:50:00.000Z
SEZHUK-240109-280311,3371b762-7c32-44f3-a14e-bfb0a6f3d50b,CAUK000190,Tractor Unit,Curtain-Side 13.6M Trailer,DN8 5TE,CR3 7LA,53.566639,-0.919839,51.295013,-0.052797,2024-01-10T06:00:00.000Z,2024-01-10T18:00:00.000Z,2024-01-11T08:00:00.000Z,2024-01-11T15:59:00.000Z
SEZHUK-240110-280993,9e78d49e-043c-4f19-af07-a116101abe0b,CAUK000224,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3EG,NN4 9BX,53.295391,-1.066283,52.219327,-0.954725,2024-01-13T06:00:00.000Z,2024-01-13T06:54:00.000Z,2024-01-13T12:55:00.000Z,2024-01-13T14:13:00.000Z
SEZHUK-240115-282254,2aac1ee1-5cab-42c8-9d2f-ec995a63c14f,CAUK001047,Tractor Unit,Curtain-Side 13.6M Trailer,GL16 8JB,S80 3EG,51.785961,-2.619676,53.295391,-1.066283,2024-01-16T22:02:00.000Z,2024-01-16T23:02:00.000Z,2024-01-17T04:30:00.000Z,2024-01-17T05:00:00.000Z
SEZHUK-240111-281332,433732b1-4db6-4969-985d-710c0033eeb4,CAUK000901,7.5 T,Box,BD5 8LZ,CA6 4RD,53.766832,-1.740516,54.930208,-2.981251,2024-01-15T23:30:00.000Z,2024-01-15T23:59:24.000Z,2024-01-16T02:30:00.000Z,2024-01-16T03:00:00.000Z
SEZHUK-240109-280393,9e78d49e-043c-4f19-af07-a116101abe0b,CAUK000863,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3EG,OX14 4TE,53.295391,-1.066283,51.623911,-1.28,2024-01-10T15:00:00.000Z,2024-01-10T15:50:00.000Z,2024-01-13T06:30:00.000Z,2024-01-13T07:00:00.000Z
SEZHUK-240110-280828,20dad921-61e2-4367-8d8c-c264f5b3e9d9,CAUK000189,Tractor Unit,Curtain-Side 13.6M Trailer,BS20 7XL,WN8 9PL,51.489669,-2.720403,53.530291,-2.768699,2024-01-16T08:00:00.000Z,2024-01-16T08:30:00.000Z,2024-01-17T14:30:00.000Z,2024-01-17T15:00:00.000Z
SEZHUK-240111-281149,20dad921-61e2-4367-8d8c-c264f5b3e9d9,CAUK000269,Tractor Unit,Curtain-Side 13.6M Trailer,M17 1RW,OX11 7HJ,53.47243,-2.332477,51.619116,-1.256855,2024-01-12T10:00:00.000Z,2024-01-12T10:30:00.000Z,2024-01-12T15:30:00.000Z,2024-01-12T16:00:00.000Z
SEZHUK-240109-280398,9e78d49e-043c-4f19-af07-a116101abe0b,CAUK000116,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3EG,SP10 3UX,53.295391,-1.066283,51.212429,-1.518279,2024-01-11T06:00:00.000Z,2024-01-11T06:56:00.000Z,2024-01-11T14:55:00.000Z,2024-01-11T16:17:00.000Z
SEZHUK-240112-281703,98d76108-ba01-441a-8425-641afdb920fb,CAUK000490,Tractor Unit,Box,BD12 7ER,CW1 6FB,53.753128,-1.722985,53.087056,-2.416485,2024-01-18T19:00:00.000Z,2024-01-18T19:30:00.000Z,2024-01-19T02:00:00.000Z,2024-01-19T02:30:00.000Z
SEZHUK-240109-280561,e19e9bf3-fad9-4795-8489-1f89296f40dd,CAUK000509,Tractor Unit,Curtain-Side 13.6M Trailer,WN4 8DE,LE19 1WY,53.501398,-2.64202,52.601576,-1.18816,2024-01-10T10:00:00.000Z,2024-01-10T10:30:00.000Z,2024-01-10T16:30:00.000Z,2024-01-10T17:00:00.000Z
SEZHUK-240118-283332,3371b762-7c32-44f3-a14e-bfb0a6f3d50b,CAUK000224,Tractor Unit,Curtain-Side 13.6M Trailer,DN8 5TE,IP6 8DS,53.566639,-0.919839,52.158312,1.047112,2024-01-19T06:00:00.000Z,2024-01-19T16:00:00.000Z,2024-01-22T11:31:00.000Z,2024-01-22T11:59:00.000Z
SEZHUK-240117-282943,9e78d49e-043c-4f19-af07-a116101abe0b,CAUK000854,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3EG,EH54 8QX,53.295391,-1.066283,55.896335,-3.53565,2024-01-19T14:00:00.000Z,2024-01-19T14:56:00.000Z,2024-01-20T10:55:00.000Z,2024-01-20T12:17:00.000Z
SEZHUK-240116-282357,40415fe3-e446-4d1e-b141-3698b0dc47f3,CAUK000315,Tractor Unit,Curtain-Side 13.6M Trailer,PL7 5JY,DY9 7DP,50.38645,-4.020841,52.457769,-2.122196,2024-01-17T14:00:00.000Z,2024-01-17T14:30:00.000Z,2024-01-18T09:30:00.000Z,2024-01-18T10:00:00.000Z
SEZHUK-240115-282192,3244246f-e37c-4ba4-b9b3-61416a4449ae,CAUK001011,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3FY,RG2 0PN,53.293393,-1.074008,51.419654,-0.973301,2024-01-16T23:30:00.000Z,2024-01-16T23:45:00.000Z,2024-01-17T04:55:00.000Z,2024-01-17T05:25:00.000Z
SEZHUK-240105-279719,518e364c-41d3-4cd1-8cd6-0401d20abb27,CAUK001069,Tractor Unit,Temperature-Controlled,DN15,EN9 3BZ,53.618497,-0.665484,51.678414,-0.006624,2024-01-10T20:30:00.000Z,2024-01-10T21:30:00.000Z,2024-01-11T06:00:00.000Z,2024-01-11T18:00:00.000Z
SEZHUK-240114-281954,eb7a9df0-4875-43d8-9060-c79c35eae2fb,CAUK000390,Tractor Unit,Box 44ft,BD5 8LZ,EN3 7QP,53.764125,-1.740145,51.659325,-0.021793,2024-01-15T15:20:00.000Z,2024-01-15T17:00:00.000Z,2024-01-16T06:00:00.000Z,2024-01-16T08:55:00.000Z
SEZHUK-240112-281572,3371b762-7c32-44f3-a14e-bfb0a6f3d50b,CAUK000926,Tractor Unit,Curtain-Side 13.6M Trailer,WA7 4HP,DE24 8EB,53.324964,-2.758291,52.896586,-1.472661,2024-01-15T07:30:00.000Z,2024-01-15T14:00:00.000Z,2024-01-16T11:32:00.000Z,2024-01-16T12:00:00.000Z
SEZHUK-240111-281155,8a5129c4-5613-47eb-b3be-383de5c55346,CAUK000888,Tractor Unit,Curtain-Side 13.6M Trailer,WN8 9QH,IM4 2AZ,53.528771,-2.765971,54.149865,-4.531765,2024-01-11T22:00:00.000Z,2024-01-11T22:30:00.000Z,2024-01-12T09:30:00.000Z,2024-01-12T10:00:00.000Z
SEZHUK-240108-280165,9e78d49e-043c-4f19-af07-a116101abe0b,CAUK000116,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3EG,SP10 3UX,53.295391,-1.066283,51.212429,-1.518279,2024-01-10T09:00:00.000Z,2024-01-10T09:54:00.000Z,2024-01-10T18:55:00.000Z,2024-01-10T20:13:00.000Z
SEZHUK-240117-282877,3371b762-7c32-44f3-a14e-bfb0a6f3d50b,CAUK000116,Tractor Unit,Curtain-Side 13.6M Trailer,DN8 5TE,SP11 7DN,53.566639,-0.919839,51.196698,-1.510865,2024-01-18T06:00:00.000Z,2024-01-18T18:00:00.000Z,2024-01-19T08:00:00.000Z,2024-01-19T15:59:00.000Z
SEZHUK-240102-278283,433732b1-4db6-4969-985d-710c0033eeb4,CAUK000901,3.5T Van,Box,S35 2PW,CA6 4RD,53.476537,-1.471065,54.919263,-2.965315,2024-01-11T23:30:00.000Z,2024-01-11T23:59:24.000Z,2024-01-12T03:30:00.000Z,2024-01-12T04:00:00.000Z
SEZHUK-240111-281238,9e78d49e-043c-4f19-af07-a116101abe0b,CAUK000034,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3EG,EH54 8QX,53.295391,-1.066283,55.896335,-3.53565,2024-01-14T02:00:00.000Z,2024-01-14T03:00:00.000Z,2024-01-14T09:55:00.000Z,2024-01-14T11:17:00.000Z
SEZHUK-240111-281207,9e78d49e-043c-4f19-af07-a116101abe0b,CAUK000068,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3EG,EH54 8TB,53.295391,-1.066283,55.902768,-3.581976,2024-01-13T09:00:00.000Z,2024-01-13T09:56:00.000Z,2024-01-14T10:55:00.000Z,2024-01-14T12:17:00.000Z
SEZHUK-240110-280715,20dad921-61e2-4367-8d8c-c264f5b3e9d9,CAUK000269,Tractor Unit,Curtain-Side 13.6M Trailer,M17 1RW,OX11 7HJ,53.47243,-2.332477,51.619116,-1.256855,2024-01-11T10:00:00.000Z,2024-01-11T10:30:00.000Z,2024-01-11T15:30:00.000Z,2024-01-11T16:00:00.000Z
SEZHUK-240103-278821,66a23663-0195-46f2-a5e4-da256bcba47b,CAUK001009,3.5T Van,LWB Van,DE74 2TR,RG2 0RP,52.829374,-1.332134,51.432237,-0.984601,2024-01-17T04:00:00.000Z,2024-01-17T05:00:00.000Z,2024-01-17T07:45:00.000Z,2024-01-17T08:45:00.000Z
SEZHUK-240110-280648,518e364c-41d3-4cd1-8cd6-0401d20abb27,CAUK001069,Tractor Unit,Temperature-Controlled,DN15,EN9 3BZ,53.618497,-0.665484,51.678414,-0.006624,2024-01-18T20:30:00.000Z,2024-01-18T21:30:00.000Z,2024-01-19T02:30:00.000Z,2024-01-19T03:30:00.000Z
SEZHUK-240112-281683,7369cda1-1d0c-42c5-be31-cf18efe77ddb,CAUK000199,18T Rigid,Curtain Side,LS10 1SL,CA2 5TG,53.771668,-1.514934,54.894227,-2.948772,2024-01-15T10:00:00.000Z,2024-01-15T10:30:00.000Z,2024-01-15T14:00:00.000Z,2024-01-15T14:30:00.000Z
SEZHUK-240103-278863,9ee7906d-9c8f-4405-97f8-c7532926fd0f,CAUK001009,3.5T Van,LWB Van,EN1 1TX,DE74 2TR,51.650981,-0.054718,52.826322,-1.348973,2024-01-18T16:15:00.000Z,2024-01-18T17:15:00.000Z,2024-01-18T20:00:00.000Z,2024-01-18T21:00:00.000Z
SEZHUK-240118-283553,e19e9bf3-fad9-4795-8489-1f89296f40dd,CAUK000222,Tractor Unit,Curtain-Side 13.6M Trailer,OL15 8QF,LE19 1WY,53.634051,-2.1142,52.601576,-1.18816,2024-01-19T10:00:00.000Z,2024-01-19T10:30:00.000Z,2024-01-19T16:30:00.000Z,2024-01-19T17:00:00.000Z
SEZHUK-240112-281769,2aac1ee1-5cab-42c8-9d2f-ec995a63c14f,CAUK001047,Tractor Unit,Curtain-Side 13.6M Trailer,GL16 8JB,S80 3EG,51.785961,-2.619676,53.295391,-1.066283,2024-01-15T02:47:00.000Z,2024-01-15T03:47:00.000Z,2024-01-15T09:15:00.000Z,2024-01-15T09:45:00.000Z
SEZHUK-240111-281505,e19e9bf3-fad9-4795-8489-1f89296f40dd,CAUK000509,Tractor Unit,Curtain-Side 13.6M Trailer,WN4 8DE,LE19 1WY,53.501398,-2.64202,52.601576,-1.18816,2024-01-12T10:00:00.000Z,2024-01-12T10:30:00.000Z,2024-01-12T16:30:00.000Z,2024-01-12T17:00:00.000Z
SEZHUK-240114-281927,ee7cbc7b-4f14-44ac-9c6e-086d70a27141,CAUK000282,Tractor Unit,Tractor Only 6x2,DN3 3FQ,DN3 3FQ,53.534344,-1.035929,53.534344,-1.035929,2024-01-15T06:00:00.000Z,2024-01-15T07:00:00.000Z,2024-01-15T17:00:00.000Z,2024-01-15T18:00:00.000Z
SEZHUK-240115-282068,51b64618-e8d6-4df3-838d-8e553f35a08d,CAUK000567,3.5 T Van,Box,ME16 0LE,CM77 8YH,51.292639,0.493261,51.870043,0.571358,2024-01-15T13:00:00.000Z,2024-01-15T15:00:00.000Z,2024-01-16T08:30:00.000Z,2024-01-16T09:00:00.000Z
SEZHUK-240110-280583,369b3981-6399-439f-a654-7e90a2493c35,CAUK000224,Tractor Unit,Curtain-Side 13.6M Trailer,DN3 3FG,IP6 0JW,53.537133,-1.037405,52.106487,1.098275,2024-01-12T06:00:00.000Z,2024-01-12T18:00:00.000Z,2024-01-15T11:02:00.000Z,2024-01-15T11:30:00.000Z
SEZHUK-240109-280498,2aac1ee1-5cab-42c8-9d2f-ec995a63c14f,CAUK000222,Tractor Unit,Curtain-Side 13.6M Trailer,GL16 8JB,S80 3EG,51.785961,-2.619676,53.295391,-1.066283,2024-01-10T05:02:00.000Z,2024-01-10T06:02:00.000Z,2024-01-10T11:30:00.000Z,2024-01-10T12:00:00.000Z
SEZHUK-240111-281307,192cd5b5-978c-4681-b206-2f4d04e081ec,CAUK000863,Tractor Unit,Curtain-Side 13.6M Trailer,DE14 2WT,ML1 4YF,52.800481,-1.663328,55.829748,-3.975019,2024-01-15T12:00:00.000Z,2024-01-15T23:00:00.000Z,2024-01-16T07:30:00.000Z,2024-01-16T08:00:00.000Z
SEZHUK-240111-281521,9e78d49e-043c-4f19-af07-a116101abe0b,CAUK000863,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3EG,UB3 1RY,53.295391,-1.066283,51.506227,-0.428925,2024-01-15T18:00:00.000Z,2024-01-15T18:56:00.000Z,2024-01-16T11:01:00.000Z,2024-01-16T12:23:00.000Z
SEZHUK-240116-282441,9e78d49e-043c-4f19-af07-a116101abe0b,CAUK000224,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3EG,NN15 5YT,53.295391,-1.066283,52.370504,-0.684925,2024-01-18T05:00:00.000Z,2024-01-18T05:56:00.000Z,2024-01-18T11:35:00.000Z,2024-01-18T12:57:00.000Z
SEZHUK-240103-278810,66a23663-0195-46f2-a5e4-da256bcba47b,CAUK001009,3.5T Van,LWB Van,WS9 0SW,DE74 2TR,52.593544,-1.938949,52.829374,-1.332134,2024-01-18T20:00:00.000Z,2024-01-18T21:00:00.000Z,2024-01-18T21:50:00.000Z,2024-01-18T22:50:00.000Z
SEZHUK-240110-280587,433732b1-4db6-4969-985d-710c0033eeb4,CAUK000901,3.5T Van,Box,BD5 8LZ,BS16 7LR,53.765877,-1.742019,51.501707,-2.466686,2024-01-10T23:00:00.000Z,2024-01-10T23:30:00.000Z,2024-01-11T03:30:00.000Z,2024-01-11T04:00:00.000Z
SEZHUK-240110-280619,3371b762-7c32-44f3-a14e-bfb0a6f3d50b,CAUK001023,Tractor Unit,Curtain-Side 13.6M Trailer,DN8 5TE,OX18 2AA,53.566639,-0.919839,51.719276,-1.532143,2024-01-11T06:00:00.000Z,2024-01-11T18:00:00.000Z,2024-01-12T08:00:00.000Z,2024-01-12T15:59:00.000Z
SEZHUK-240117-282874,3371b762-7c32-44f3-a14e-bfb0a6f3d50b,CAUK001023,Tractor Unit,Curtain-Side 13.6M Trailer,DN8 5TE,WA15 8QP,53.566639,-0.919839,53.384288,-2.323141,2024-01-18T06:00:00.000Z,2024-01-18T18:00:00.000Z,2024-01-19T08:00:00.000Z,2024-01-19T15:59:00.000Z
SEZHUK-231228-277256,66a23663-0195-46f2-a5e4-da256bcba47b,CAUK001009,3.5T Van,LWB Van,NE11 0JY,DE74 2TR,54.922706,-1.607332,52.829374,-1.332134,2024-01-11T17:25:00.000Z,2024-01-11T18:25:00.000Z,2024-01-11T21:10:00.000Z,2024-01-11T22:10:00.000Z
SEZHUK-240108-280262,9e78d49e-043c-4f19-af07-a116101abe0b,CAUK000899,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3EG,NN15 5YT,53.295391,-1.066283,52.370504,-0.684925,2024-01-11T05:30:00.000Z,2024-01-11T06:23:00.000Z,2024-01-11T11:35:00.000Z,2024-01-11T12:51:00.000Z
SEZHUK-240112-281764,2aac1ee1-5cab-42c8-9d2f-ec995a63c14f,CAUK001047,Tractor Unit,Curtain-Side 13.6M Trailer,GL16 8JB,S80 3EG,51.785961,-2.619676,53.295391,-1.066283,2024-01-14T14:15:00.000Z,2024-01-14T15:15:00.000Z,2024-01-14T20:45:00.000Z,2024-01-14T21:15:00.000Z
SEZHUK-240115-282154,3371b762-7c32-44f3-a14e-bfb0a6f3d50b,CAUK000048,Tractor Unit,Curtain-Side 13.6M Trailer,DN8 5TE,PO3 5JT,53.566639,-0.919839,50.833409,-1.059121,2024-01-16T06:00:00.000Z,2024-01-16T18:00:00.000Z,2024-01-17T08:00:00.000Z,2024-01-17T15:59:00.000Z
SEZHUK-240116-282591,2aac1ee1-5cab-42c8-9d2f-ec995a63c14f,CAUK001047,Tractor Unit,Curtain-Side 13.6M Trailer,GL16 8JB,S80 3EG,51.785961,-2.619676,53.295391,-1.066283,2024-01-17T19:47:00.000Z,2024-01-17T20:47:00.000Z,2024-01-18T02:15:00.000Z,2024-01-18T02:45:00.000Z
SEZHUK-240113-281917,eb7a9df0-4875-43d8-9060-c79c35eae2fb,CAUK000766,Tractor Unit,Box 44ft,BD5 8LZ,HP2 7PZ,53.764125,-1.740145,51.771841,-0.439918,2024-01-14T01:20:00.000Z,2024-01-14T03:00:00.000Z,2024-01-14T07:51:00.000Z,2024-01-14T10:46:00.000Z
